id,domain,portal_system,portal_subdomain,confidence,detection_method,validated,validation_website,error,timestamp,created_at,updated_at
5527,alohaproperties.net,appfolio,,high,link_redirect:followed_link:property management,0,,,2026-02-10T07:54:30.568969,2026-02-13 07:00:10,2026-02-13 07:00:10
5528,alphapmr.com,rentmanager,alpha.twa.rentmanager.com,high,secondary_page:/polk-county-homes-for-rent/,0,,,2026-02-10T07:54:43.613361,2026-02-13 07:00:10,2026-02-13 07:00:10
5529,alphapropertysc.com,appfolio,alphapm.appfolio.com,high,homepage_fetch,1,http://www.alphapropertysc.com,,2026-02-10T07:55:11.505448,2026-02-13 07:00:10,2026-02-13 07:00:10
5530,alpinekansascity.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T07:55:14.448084,2026-02-13 07:00:10,2026-02-13 07:00:10
5531,alpinelaproperties.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:55:14.832885,2026-02-13 07:00:10,2026-02-13 07:00:10
5532,alpinepdx.com,rentmanager,alpinegrp.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:55:15.177130,2026-02-13 07:00:10,2026-02-13 07:00:10
5533,alproperties.com,yardi,,high,homepage_fetch,0,,,2026-02-10T07:55:15.715032,2026-02-13 07:00:10,2026-02-13 07:00:10
5534,altairre.com,entrata,tenants.entrata.com,high,homepage_fetch,0,,,2026-02-10T07:55:18.016653,2026-02-13 07:00:10,2026-02-13 07:00:10
5535,almicoproperties.com,unknown,,low,not_found,0,,,2026-02-10T07:54:25.931168,2026-02-13 07:00:10,2026-02-13 07:00:10
5536,altapms.com,rentvine,altapms.rentvine.com,high,homepage_fetch,0,,,2026-02-10T07:55:28.123023,2026-02-13 07:00:10,2026-02-13 07:00:10
5537,alterpm.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T07:55:28.794357,2026-02-13 07:00:10,2026-02-13 07:00:10
5538,altosrpm.com,appfolio,altospm.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:55:30.227912,2026-02-13 07:00:10,2026-02-13 07:00:10
5539,alwaysaim.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:55:30.547550,2026-02-13 07:00:10,2026-02-13 07:00:10
5540,alphapropertieslancaster.com,unknown,,low,not_found,0,,,2026-02-10T07:54:46.159024,2026-02-13 07:00:10,2026-02-13 07:00:10
5541,altamus.com,appfolio,altamus.appfolio.com,low,secondary_page:/login/,0,,,2026-02-10T07:55:18.699284,2026-02-13 07:00:10,2026-02-13 07:00:10
5542,amanica.com,appfolio,amanica.appfolio.com,high,homepage_fetch,1,,,2026-02-10T07:55:45.291801,2026-02-13 07:00:10,2026-02-13 07:00:10
5543,alpinecs.com,unknown,,low,not_found,0,,,2026-02-10T07:55:12.977350,2026-02-13 07:00:10,2026-02-13 07:00:10
5544,ambassadorpropertyaustin.com,buildium,ambassador.managebuilding.com,high,secondary_page:/tenants/,0,,,2026-02-10T07:56:01.377453,2026-02-13 07:00:10,2026-02-13 07:00:10
5545,amandawindom.com,unknown,,low,not_found,0,,,2026-02-10T07:55:40.335906,2026-02-13 07:00:10,2026-02-13 07:00:10
5546,amacityliving.com,unknown,,low,not_found,0,,,2026-02-10T07:55:30.841073,2026-02-13 07:00:10,2026-02-13 07:00:10
5547,ameadowspm.com,rentmanager,cutinos.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:56:31.123721,2026-02-13 07:00:10,2026-02-13 07:00:10
5548,amapmre.com,unknown,,low,not_found,0,,,2026-02-10T07:55:46.617240,2026-02-13 07:00:10,2026-02-13 07:00:10
5549,american-realty.com,rentmanager,amreal.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T07:56:31.324229,2026-02-13 07:00:10,2026-02-13 07:00:10
5550,americanapropertymanagement.com,appfolio,centurytwentyone.appfolio.com,high,homepage_fetch,1,http://www.americanapropertymanagement.com,,2026-02-10T07:56:33.349140,2026-02-13 07:00:10,2026-02-13 07:00:10
5551,americanaproperty.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:56:32.903739,2026-02-13 07:00:10,2026-02-13 07:00:10
5552,americanhorizonproperty.com,appfolio,americanhorizonproperty.appfolio.com,high,homepage_fetch,1,,,2026-02-10T07:56:34.063479,2026-02-13 07:00:10,2026-02-13 07:00:10
5553,americanleasingmgmt.com,appfolio,arepm.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:56:34.384955,2026-02-13 07:00:10,2026-02-13 07:00:10
5554,americanmanage.com,appfolio,americanmanagement.appfolio.com,high,homepage_fetch,1,http://www.americanmanage.com,,2026-02-10T07:56:34.662254,2026-02-13 07:00:10,2026-02-13 07:00:10
5555,amcwichita.com,unknown,,low,not_found,0,,,2026-02-10T07:56:24.231769,2026-02-13 07:00:10,2026-02-13 07:00:10
5556,americanrealestate.com,appfolio,arepm.appfolio.com,low,homepage_fetch,0,,,2026-02-10T07:57:10.428765,2026-02-13 07:00:10,2026-02-13 07:00:10
5557,americanwestprop.com,heropm,resources.heropm.com,high,homepage_fetch,0,,,2026-02-10T07:57:11.976611,2026-02-13 07:00:10,2026-02-13 07:00:10
5558,amcs-inc.com,unknown,,low,not_found,0,,,2026-02-10T07:56:06.636457,2026-02-13 07:00:10,2026-02-13 07:00:10
5559,ameriprotexas.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:57:12.415820,2026-02-13 07:00:10,2026-02-13 07:00:10
5560,ameritechcompanies.com,cincwebaxis,amtec.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-10T07:57:12.573431,2026-02-13 07:00:10,2026-02-13 07:00:10
5561,americanpropertymgmt.com,unknown,,low,not_found,0,,,2026-02-10T07:56:35.097696,2026-02-13 07:00:10,2026-02-13 07:00:10
5562,americanprfd.com,unknown,,low,not_found,0,,,2026-02-10T07:56:34.967082,2026-02-13 07:00:10,2026-02-13 07:00:10
5563,amerirents.com,unknown,,low,not_found,0,,,2026-02-10T07:57:12.426753,2026-02-13 07:00:10,2026-02-13 07:00:10
5564,amgrents.com,appfolio,allegiant.appfolio.com,high,homepage_fetch,1,http://www.amgrents.com,,2026-02-10T07:57:56.341074,2026-02-13 07:00:10,2026-02-13 07:00:10
5565,amgllc1.com,unknown,,low,not_found,0,,,2026-02-10T07:57:14.154997,2026-02-13 07:00:10,2026-02-13 07:00:10
5566,amh.com,yardi,amh.rentcafe.com,high,homepage_fetch,0,,,2026-02-10T07:58:07.823543,2026-02-13 07:00:10,2026-02-13 07:00:10
5567,amgnevada.com,unknown,,low,not_found,0,,,2026-02-10T07:57:25.411458,2026-02-13 07:00:10,2026-02-13 07:00:10
5568,amicuspropertyadvisors.com,appfolio,amicuspropertyadvisors.appfolio.com,high,homepage_fetch,1,https://amicuspropertyadvisors.com,,2026-02-10T07:58:28.499431,2026-02-13 07:00:10,2026-02-13 07:00:10
5569,amgworld.com,unknown,,low,not_found,0,,,2026-02-10T07:57:57.305040,2026-02-13 07:00:10,2026-02-13 07:00:10
5570,amjinc.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T07:58:45.352621,2026-02-13 07:00:10,2026-02-13 07:00:10
5571,amirrealestate.com,unknown,,low,not_found,0,,,2026-02-10T07:58:29.110082,2026-02-13 07:00:10,2026-02-13 07:00:10
5572,ammre.com,appfolio,ammre.appfolio.com,high,homepage_fetch,1,http://www.ammre.com,,2026-02-10T07:59:12.927868,2026-02-13 07:00:10,2026-02-13 07:00:10
5573,ammtllc.com,buildium,ammtllc.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T07:59:13.336202,2026-02-13 07:00:10,2026-02-13 07:00:10
5574,amoriss.com,appfolio,leelandprop.appfolio.com,high,homepage_fetch,1,https://www.amoriss.com/crg,,2026-02-10T07:59:13.574843,2026-02-13 07:00:10,2026-02-13 07:00:10
5575,amicus-binghamton.com,unknown,,low,not_found,0,,,2026-02-10T07:58:08.497728,2026-02-13 07:00:10,2026-02-13 07:00:10
5576,amkpm.net,rentmanager,amkprop.twa.rentmanager.com,high,link_redirect:resident portal,0,,,2026-02-10T07:58:45.587341,2026-02-13 07:00:10,2026-02-13 07:00:10
5577,amp-hoa.com,vantaca,,high,secondary_page:/about/,0,,,2026-02-10T07:59:14.042372,2026-02-13 07:00:10,2026-02-13 07:00:10
5578,amreinc.com,buildium,assetmanagementrealestate.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T07:59:28.122684,2026-02-13 07:00:10,2026-02-13 07:00:10
5579,ampmnc.com,unknown,,low,not_found,0,,,2026-02-10T07:59:19.482980,2026-02-13 07:00:10,2026-02-13 07:00:10
5580,amrrpm.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:00:03.672374,2026-02-13 07:00:10,2026-02-13 07:00:10
5581,ams-nw.com,custom:caliber.ams-nw.com:9002,,medium,homepage_custom_portal,0,,,2026-02-10T08:00:03.960342,2026-02-13 07:00:10,2026-02-13 07:00:10
5582,amshoa.com,cincwebaxis,ams.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-10T08:00:09.762523,2026-02-13 07:00:10,2026-02-13 07:00:10
5583,amsires.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:00:10.733348,2026-02-13 07:00:10,2026-02-13 07:00:10
5584,amres.co,vantaca,,high,link_redirect:followed_link:online payments / we,0,,,2026-02-10T07:59:28.645100,2026-02-13 07:00:10,2026-02-13 07:00:10
5585,amywillisrealestate.com,appfolio,amywillispm.appfolio.com,low,homepage_fetch,0,,,2026-02-10T08:00:14.834086,2026-02-13 07:00:10,2026-02-13 07:00:10
5586,amzrealtypm.com,buildium,amzrealtypm.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:00:16.090539,2026-02-13 07:00:10,2026-02-13 07:00:10
5587,anaheimspropertymanagement.com,appfolio,propropmanagement.appfolio.com,low,homepage_fetch,0,,,2026-02-10T08:00:17.039398,2026-02-13 07:00:10,2026-02-13 07:00:10
5588,ampropropertymanagement.com,unknown,,low,not_found,0,,,2026-02-10T07:59:26.069023,2026-02-13 07:00:10,2026-02-13 07:00:10
5589,anchoragehomerentals.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:00:17.870705,2026-02-13 07:00:10,2026-02-13 07:00:10
5590,anawimhousing.org,unknown,,low,not_found,0,,,2026-02-10T08:00:17.806860,2026-02-13 07:00:10,2026-02-13 07:00:10
5591,anchorpminc.com,buildium,anchorpminc.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:01:03.892024,2026-02-13 07:00:10,2026-02-13 07:00:10
5592,anchorrealtyprop.com,unknown,,low,not_found,0,,,2026-02-10T08:01:06.074123,2026-02-13 07:00:10,2026-02-13 07:00:10
5593,anchorsawayrentals.com,unknown,,low,not_found,0,,,2026-02-10T08:02:25.019304,2026-02-13 07:00:10,2026-02-13 07:00:10
5594,amgnj.com,unknown,,low,not_found,0,,,2026-02-10T07:57:29.253420,2026-02-13 07:00:10,2026-02-13 07:00:10
5595,anchorvirginia.com,buildium,anchorvirginia.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:04:22.114039,2026-02-13 07:00:10,2026-02-13 07:00:10
5596,andcomanagement.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:04:30.238191,2026-02-13 07:00:10,2026-02-13 07:00:10
5597,andersonchristie.com,appfolio,andersonchristierealestate.appfolio.com,high,homepage_fetch,1,http://www.andersonchristie.com,,2026-02-10T08:04:30.458158,2026-02-13 07:00:10,2026-02-13 07:00:10
5598,anchorsouthrealestate.com,unknown,,low,not_found,0,,,2026-02-10T08:04:08.236783,2026-02-13 07:00:10,2026-02-13 07:00:10
5599,andersonpropmgmt.com,yardi,,low,recovery:dns_spf,0,,,2026-02-10T08:04:31.719674,2026-02-13 07:00:10,2026-02-13 07:00:10
5600,andoverllc.com,appfolio,andover.appfolio.com,high,homepage_fetch,1,http://www.andoverllc.com,,2026-02-10T08:05:22.355009,2026-02-13 07:00:10,2026-02-13 07:00:10
5601,andletonmgmt.com,unknown,,low,not_found,0,,,2026-02-10T08:04:54.536513,2026-02-13 07:00:10,2026-02-13 07:00:10
5602,andrearentals.com,unknown,,low,not_found,0,,,2026-02-10T08:05:22.783449,2026-02-13 07:00:10,2026-02-13 07:00:10
5603,anchornola.com,unknown,,low,not_found,0,,,2026-02-10T08:00:18.131906,2026-02-13 07:00:10,2026-02-13 07:00:10
5604,angelorentals.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:07:12.049799,2026-02-13 07:00:10,2026-02-13 07:00:10
5605,angelorentalproperties.com,unknown,,low,not_found,0,,,2026-02-10T08:06:22.494467,2026-02-13 07:00:10,2026-02-13 07:00:10
5606,annapolispropertyservices.com,buildium,annapolispropertyservices.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:07:31.996989,2026-02-13 07:00:10,2026-02-13 07:00:10
5607,annapolisvacationmanagement.com,guesty,,high,homepage_fetch,0,,,2026-02-10T08:07:32.278973,2026-02-13 07:00:10,2026-02-13 07:00:10
5608,annarborapartments.net,rentmanager,cmbpm.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T08:07:32.788444,2026-02-13 07:00:10,2026-02-13 07:00:10
5609,anthosproperties.com,appfolio,anthosproperties.appfolio.com,high,secondary_page:/residents/,1,http://anthosproperties.com,,2026-02-10T08:07:33.515134,2026-02-13 07:00:10,2026-02-13 07:00:10
5610,aniamanagement.com,unknown,,low,not_found,0,,,2026-02-10T08:07:12.410454,2026-02-13 07:00:10,2026-02-13 07:00:10
5611,apartment-mart.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:08:04.082909,2026-02-13 07:00:10,2026-02-13 07:00:10
5612,apartmentresourcegroup.com,appfolio,apartmentresourcegroup.appfolio.com,high,homepage_fetch,1,https://www.apartmentresourcegroup.com,,2026-02-10T08:08:04.284258,2026-02-13 07:00:10,2026-02-13 07:00:10
5613,andrews-dillingham.com,unknown,,low,not_found,0,,,2026-02-10T08:05:54.010855,2026-02-13 07:00:10,2026-02-13 07:00:10
5614,apartmentsatiowa.com,rentmanager,apts.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T08:08:05.301633,2026-02-13 07:00:10,2026-02-13 07:00:10
5615,apartmentsinburbank.com,yardi,pay-apartmentsinburbank.rentcafe.com,high,homepage_fetch,0,,,2026-02-10T08:08:06.456149,2026-02-13 07:00:10,2026-02-13 07:00:10
5616,anugupropertymanagement.com,unknown,,low,not_found,0,,,2026-02-10T08:07:35.778330,2026-02-13 07:00:10,2026-02-13 07:00:10
5617,apartments4yale.com,unknown,,low,not_found,0,,,2026-02-10T08:08:04.899455,2026-02-13 07:00:10,2026-02-13 07:00:10
5618,apartmentsinportlandmaine.com,unknown,,low,not_found,0,,,2026-02-10T08:08:07.474375,2026-02-13 07:00:10,2026-02-13 07:00:10
5619,apartmentsolutions.net,unknown,,low,not_found,0,,,2026-02-10T08:08:38.358260,2026-02-13 07:00:10,2026-02-13 07:00:10
5620,apartmentsqca.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:09:33.340083,2026-02-13 07:00:10,2026-02-13 07:00:10
5621,apex-management.com,appfolio,apexman.appfolio.com,high,homepage_fetch,1,http://www.apex-management.com,,2026-02-10T08:09:33.630203,2026-02-13 07:00:10,2026-02-13 07:00:10
5622,apex-mg.net,cincwebaxis,commarea.cincwebaxis.com,high,secondary_page:/residents/,0,,,2026-02-10T08:09:34.134445,2026-02-13 07:00:10,2026-02-13 07:00:10
5623,apex-prop.com,rentmanager,apexprop.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-10T08:09:36.173062,2026-02-13 07:00:10,2026-02-13 07:00:10
5624,apartmentsourcechicago.com,unknown,,low,not_found,0,,,2026-02-10T08:08:59.133619,2026-02-13 07:00:10,2026-02-13 07:00:10
5625,apexknox.com,appfolio,apexpropertymgmt.appfolio.com,high,homepage_fetch,1,http://www.apexknox.com,,2026-02-10T08:09:43.259815,2026-02-13 07:00:10,2026-02-13 07:00:10
5626,apexmanagementgroup.net,buildium,apexmanagementgroup.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:09:43.956464,2026-02-13 07:00:10,2026-02-13 07:00:10
5627,apartmentsomahane.com,unknown,,low,not_found,0,,,2026-02-10T08:08:59.056971,2026-02-13 07:00:10,2026-02-13 07:00:10
5628,apexrents.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:09:53.046069,2026-02-13 07:00:10,2026-02-13 07:00:10
5629,apexventuresinc.com,appfolio,apexventures.appfolio.com,high,homepage_fetch,1,http://www.apexventuresinc.com,,2026-02-10T08:09:53.271101,2026-02-13 07:00:10,2026-02-13 07:00:10
5630,apgproperties.com,appfolio,apgpropertiesinc.appfolio.com,high,homepage_fetch,1,http://www.apgproperties.com,,2026-02-10T08:09:53.869325,2026-02-13 07:00:10,2026-02-13 07:00:10
5631,apgpropertymanagement.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:09:55.685139,2026-02-13 07:00:10,2026-02-13 07:00:10
5632,aplacelikehome.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T08:09:55.936581,2026-02-13 07:00:10,2026-02-13 07:00:10
5633,aplusbgc.com,appfolio,abacq.appfolio.com,high,homepage_fetch,1,https://www.aplusbgc.com/,,2026-02-10T08:09:56.489307,2026-02-13 07:00:10,2026-02-13 07:00:10
5634,apluspmgmt.com,buildium,signin.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:09:56.949830,2026-02-13 07:00:10,2026-02-13 07:00:10
5635,apluspropertymanagers.net,appfolio,aplusproperty.appfolio.com,high,homepage_fetch,1,http://www.apluspropertymanagers.net,,2026-02-10T08:09:58.141342,2026-02-13 07:00:10,2026-02-13 07:00:10
5636,aplusrealtymanagement.com,appfolio,aplusrealtymanagement.appfolio.com,high,homepage_fetch,1,http://aplusrealtymanagement.com,,2026-02-10T08:10:01.898805,2026-02-13 07:00:10,2026-02-13 07:00:10
5637,apexidaho.com,unknown,,low,not_found,0,,,2026-02-10T08:09:36.342758,2026-02-13 07:00:10,2026-02-13 07:00:10
5638,aplusrocks.com,unknown,,low,not_found,0,,,2026-02-10T08:10:02.696477,2026-02-13 07:00:10,2026-02-13 07:00:10
5639,apm7.com,appfolio,affordablepm.appfolio.com,high,homepage_fetch,1,http://www.apm7.com,,2026-02-10T08:10:57.030191,2026-02-13 07:00:10,2026-02-13 07:00:10
5640,apexpropertygroup.org,unknown,,low,not_found,0,,,2026-02-10T08:09:44.412413,2026-02-13 07:00:10,2026-02-13 07:00:10
5641,apm-propertymanagement.com,unknown,,low,not_found,0,,,2026-02-10T08:10:30.455090,2026-02-13 07:00:10,2026-02-13 07:00:10
5642,apmbakersfield.com,unknown,,low,not_found,0,,,2026-02-10T08:10:58.169420,2026-02-13 07:00:10,2026-02-13 07:00:10
5643,apmde.com,unknown,,low,not_found,0,,,2026-02-10T08:11:07.819804,2026-02-13 07:00:10,2026-02-13 07:00:10
5644,apmgonline.com,rentmanager,,high,secondary_page:/Home/onlineApp,0,,,2026-02-10T08:11:51.638392,2026-02-13 07:00:10,2026-02-13 07:00:10
5645,apmia.com,buildium,apmia.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:12:17.781245,2026-02-13 07:00:10,2026-02-13 07:00:10
5646,apmiowa.com,doorloop,apexpropertymanagement.app.doorloop.com,high,homepage_fetch,0,,,2026-02-10T08:12:18.055335,2026-02-13 07:00:10,2026-02-13 07:00:10
5647,apmlease.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:12:18.208542,2026-02-13 07:00:10,2026-02-13 07:00:10
5648,apmmonroe.com,appfolio,splatllc.appfolio.com,low,homepage_fetch,0,,,2026-02-10T08:12:18.460858,2026-02-13 07:00:10,2026-02-13 07:00:10
5649,apmrealestate.com,buildium,apmrealestate.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:12:19.129687,2026-02-13 07:00:10,2026-02-13 07:00:10
5650,apmrealtygroup.com,appfolio,,high,homepage_fetch,0,,,2026-02-10T08:12:19.586063,2026-02-13 07:00:10,2026-02-13 07:00:10
5651,apmrentals.net,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T08:12:20.012133,2026-02-13 07:00:10,2026-02-13 07:00:10
5652,apmgmtny.com,unknown,,low,not_found,0,,,2026-02-10T08:11:29.380336,2026-02-13 07:00:10,2026-02-13 07:00:10
5653,apmhagerstown.com,unknown,,low,not_found,0,,,2026-02-10T08:12:13.945187,2026-02-13 07:00:10,2026-02-13 07:00:10
5654,apmrentalsmi.com,unknown,,low,not_found,0,,,2026-02-10T08:12:21.194329,2026-02-13 07:00:10,2026-02-13 07:00:10
5655,appfolio.com,appfolio,learn.appfolio.com,low,homepage_fetch,0,,,2026-02-10T08:13:14.495346,2026-02-13 07:00:10,2026-02-13 07:00:10
5656,apmrentidaho.com,unknown,,low,not_found,0,,,2026-02-10T08:12:26.362308,2026-02-13 07:00:10,2026-02-13 07:00:10
5657,apple.re,rentecdirect,,high,secondary_page:/rent/tenant-resources,0,,,2026-02-10T08:13:15.042710,2026-02-13 07:00:10,2026-02-13 07:00:10
5658,applerealty.com,appfolio,applerealty.appfolio.com,high,homepage_fetch,1,http://www.applerealty.com,,2026-02-10T08:13:41.135039,2026-02-13 07:00:10,2026-02-13 07:00:10
5659,appletonpropertymanagementinc.com,rentvine,pmifoxvalley.rentvine.com,high,homepage_fetch,0,,,2026-02-10T08:13:41.992276,2026-02-13 07:00:10,2026-02-13 07:00:10
5660,appletreebay.com,appfolio,appletreebaymanagement.appfolio.com,high,homepage_fetch,1,https://www.appletreebay.com/,,2026-02-10T08:13:42.625782,2026-02-13 07:00:10,2026-02-13 07:00:10
5661,amtlease.com,unknown,,low,not_found,0,,,2026-02-10T08:00:10.887086,2026-02-13 07:00:10,2026-02-13 07:00:10
5662,appms.us,appfolio,appms.appfolio.com,low,homepage_fetch,0,,,2026-02-10T08:13:48.655060,2026-02-13 07:00:10,2026-02-13 07:00:10
5663,appodacapm.com,appfolio,appodacapm.appfolio.com,high,homepage_fetch,1,http://www.appodacapm.com,,2026-02-10T08:13:52.646918,2026-02-13 07:00:10,2026-02-13 07:00:10
5664,apmutah.com,unknown,,low,not_found,0,,,2026-02-10T08:13:08.331045,2026-02-13 07:00:10,2026-02-13 07:00:10
5665,apsrg.com,buildium,apsrg.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:14:02.605645,2026-02-13 07:00:10,2026-02-13 07:00:10
5666,applewoodestatessc.com,buildium,applewoodestates1161.managebuilding.com,high,link_redirect:followed_link:tenant portal login,0,,,2026-02-10T08:13:43.152824,2026-02-13 07:00:10,2026-02-13 07:00:10
5667,applemgmt.com,unknown,,low,not_found,0,,,2026-02-10T08:13:31.401519,2026-02-13 07:00:10,2026-02-13 07:00:10
5668,aramisrealty.com,buildium,aramisrealty.managebuilding.com,high,homepage_fetch,0,,,2026-02-10T08:14:23.844524,2026-02-13 07:00:10,2026-02-13 07:00:10
5669,apthomepage.com,unknown,,low,not_found,0,,,2026-02-10T08:14:02.805381,2026-02-13 07:00:10,2026-02-13 07:00:10
5670,ar-property.com,unknown,,low,not_found,0,,,2026-02-10T08:14:22.077261,2026-02-13 07:00:10,2026-02-13 07:00:10
5671,arbellatn.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-10T08:15:29.288960,2026-02-13 07:00:10,2026-02-13 07:00:10
5672,arbors.com,appfolio,arbors.appfolio.com,high,homepage_fetch,1,http://www.arbors.com,,2026-02-10T08:15:29.474798,2026-02-13 07:00:10,2026-02-13 07:00:10
